npop100_gens50_enemy3_mut0.60_elitism0.10_20240928_160513
gen best mean std
0 75.197882 7.153365 21.726027
1 75.197882 15.241147 25.457197
2 75.197882 20.156534 27.008098
3 75.197882 26.624924 27.316265
4 75.197882 29.651820 30.540040
5 75.197882 29.885495 30.794139
6 75.210040 35.183554 30.948330
7 75.210040 34.445724 31.328981
8 75.210040 44.075592 29.790839
9 75.210040 43.698597 31.317797
10 75.210040 40.598481 31.368828
11 86.383229 40.603169 34.397943
12 86.383229 46.938088 34.466255
13 86.383229 44.955815 37.103687
14 86.383229 42.278580 35.019727
15 86.383229 47.346244 35.122188
16 86.383229 43.119307 37.058079
17 86.383229 44.781269 32.930756
18 86.383229 39.566327 37.254975
19 86.383229 42.977348 35.875208
20 86.383229 47.119889 36.302055
21 86.383229 42.059835 37.789232
22 86.383229 40.224497 38.413496
23 86.383229 47.341327 35.272453
24 86.383229 47.604956 36.762668
25 86.383229 47.253866 36.421710
26 86.383229 50.611680 36.624359
27 86.383229 46.085614 35.443312
28 86.383229 42.485276 37.015924
29 86.383229 46.382602 35.810237
30 86.383229 45.966090 36.802616
31 86.383229 50.471738 33.659676
32 86.383229 59.956007 28.041940
33 86.383229 44.509337 35.832406
34 86.383229 43.913857 40.127911
35 86.383229 51.687302 33.198566
36 86.383229 38.806149 40.443278
37 86.383229 45.592751 38.747217
38 86.383229 41.041728 38.912312
39 86.383229 42.281287 39.504178
40 86.383229 48.847443 36.281085
41 86.383229 50.067886 35.838031
42 86.383229 47.892035 36.834778
43 86.383229 51.709251 36.962807
44 86.383229 50.387041 36.056013
45 86.383229 48.551850 36.791269
46 86.383229 40.525547 41.736589
47 86.383229 47.429036 40.032596
48 86.383229 47.108240 37.936176
49 86.383229 43.663651 38.924175
