npop100_gens50_enemy3_mut0.60_elitism0.10_20240928_160536
gen best mean std
0 75.210040 16.031459 27.190234
1 75.210040 16.542261 31.228071
2 75.210040 25.050123 34.648703
3 75.210040 31.142679 35.103876
4 75.210040 32.172833 34.744319
5 75.210040 33.301536 37.365998
6 75.210040 37.779986 36.027567
7 75.210040 37.795300 35.822059
8 75.210040 39.771593 35.668536
9 75.210040 39.493564 36.244377
10 75.210040 36.512847 35.693770
11 75.210040 39.844275 34.306328
12 75.210040 41.544193 33.440292
13 75.210040 41.614237 35.340032
14 75.210040 38.492191 36.572292
15 75.210040 42.752566 36.121589
16 75.210040 36.541839 37.216073
17 75.210040 37.915091 36.613869
18 75.210040 39.947676 36.810643
19 75.210040 43.580866 36.255930
20 75.210040 44.420969 36.980711
21 75.210040 45.352527 37.469055
22 75.210040 43.725053 37.236111
23 75.210040 40.386976 36.372755
24 75.210040 43.184643 36.671875
25 75.210040 43.775408 34.183814
26 75.210040 44.027147 36.381227
27 75.210040 36.073395 37.692296
28 85.666611 40.015333 38.325160
29 85.666611 46.742386 36.235862
30 85.666611 45.944935 34.625297
31 85.666611 37.823770 37.585124
32 85.666611 37.660228 39.739364
33 85.666611 45.584611 37.638703
34 85.666611 44.202627 36.458136
35 85.666611 34.336014 40.102869
36 85.666611 49.061019 33.360897
37 85.666611 49.241022 35.841493
38 85.666611 42.464768 36.131086
39 85.666611 49.574209 32.712572
40 85.666611 47.166681 34.689406
41 85.666611 46.415984 34.767646
42 85.666611 46.822020 35.475999
43 85.666611 54.922139 28.266490
44 85.666611 53.659684 33.095519
45 85.666611 41.188804 38.543893
46 85.666611 41.425872 37.942708
47 85.666611 41.794090 35.634522
48 88.497367 46.981555 37.224619
49 88.497367 40.675372 38.976261
