npop100_gens50_enemy3_mut0.60_elitism0.10_20240928_160528
gen best mean std
0 86.933532 7.474379 22.786430
1 86.933532 18.369314 29.015848
2 86.933532 22.835407 30.162737
3 86.933532 27.727772 31.014932
4 86.933532 31.501716 32.801319
5 86.933532 34.123994 33.318479
6 86.933532 36.445826 32.189082
7 86.933532 33.044357 34.145187
8 86.933532 47.258824 29.341488
9 86.933532 39.058192 36.353339
10 86.933532 42.767405 32.865309
11 86.933532 43.230178 35.771412
12 86.933532 38.980088 37.384620
13 86.933532 41.939662 36.587711
14 86.933532 53.705688 30.502738
15 86.933532 42.508943 35.077000
16 86.933532 43.758607 33.899821
17 86.933532 45.240153 31.912968
18 86.933532 44.634072 34.027602
19 86.933532 42.868497 35.564875
20 86.933532 49.361813 32.119148
21 86.933532 48.459846 34.602006
22 86.933532 49.410095 36.260643
23 86.933532 42.748730 38.652020
24 86.933532 43.605741 38.554336
25 86.933532 38.535078 39.889844
26 86.933532 45.779443 35.833448
27 86.933532 38.225074 38.284251
28 86.933532 44.503119 35.049887
29 86.933532 42.110529 40.582656
30 86.933532 41.442993 36.685354
31 86.933532 47.681053 35.365919
32 86.933532 38.562789 39.082235
33 86.933532 50.728756 32.808493
34 86.933532 45.538526 37.259075
35 86.933532 42.188302 35.893910
36 86.933532 38.804451 38.173095
37 86.933532 40.468524 37.556280
38 86.933532 43.231251 39.741823
39 86.933532 52.933178 33.106115
40 86.933532 50.830598 33.090126
41 86.933532 46.565439 33.676270
42 86.933532 43.194324 37.776606
43 86.933532 42.728797 38.081062
44 86.933532 45.894258 39.267595
45 86.933532 43.828414 36.041415
46 86.933532 41.584718 38.696240
47 86.933532 43.574175 36.826949
48 86.933532 39.658322 38.557417
49 86.933532 42.361647 37.987626
