npop100_gens50_enemy3_mut0.60_elitism0.10_20240928_160552
gen best mean std
0 75.210040 12.164204 24.858670
1 75.210040 17.714779 30.823070
2 75.210040 26.505564 32.964568
3 75.210040 32.621146 32.799866
4 75.210040 29.629245 35.569535
5 75.210040 37.533563 33.017831
6 75.210040 44.928898 30.793984
7 75.210040 34.232021 33.667788
8 75.210040 37.328134 32.062229
9 75.210040 34.413682 35.500759
10 75.210040 32.088114 34.885225
11 75.210040 40.395366 32.849140
12 75.210040 34.963428 33.399531
13 75.210040 37.810413 33.786242
14 75.210040 40.675788 30.780431
15 75.210040 35.467705 36.170630
16 83.581635 38.012318 36.514151
17 87.533532 54.113111 26.856841
18 87.533532 46.459112 34.686511
19 87.533532 48.470644 31.374162
20 87.533532 46.441495 34.164756
21 87.533532 43.743956 35.195475
22 87.533532 37.788184 37.272174
23 87.533532 42.869531 34.037716
24 87.533532 46.401663 35.652433
25 87.533532 42.784809 33.502239
26 87.533532 51.459832 29.183574
27 87.533532 52.686168 30.110342
28 87.533532 46.616704 35.434071
29 87.533532 43.089022 38.638935
30 87.533532 52.985958 31.230563
31 87.533532 45.468289 36.926248
32 87.533532 46.472408 34.601807
33 87.533532 51.595945 32.744342
34 87.533532 44.321314 38.278769
35 87.533532 46.047054 37.343381
36 87.533532 47.402856 35.148097
37 87.533532 46.942226 35.644560
38 87.533532 41.814037 37.670997
39 87.533532 47.752694 36.559029
40 87.533532 42.184836 36.617436
41 87.533532 44.465426 39.271022
42 87.533532 43.438413 40.261463
43 87.533532 40.111660 40.383927
44 87.533532 42.141635 39.136076
45 87.533532 50.367388 35.643400
46 87.533532 43.828694 39.241203
47 87.533532 40.231348 38.541955
48 87.533532 49.062339 36.538815
49 87.533532 45.287254 36.920733
