npop100_gens50_enemy8_mut0.60_elitism0.10_20240929_213948
gen best mean std
0 89.655203 18.008132 37.207845
1 89.655203 24.838720 38.899958
2 89.655203 35.044907 42.195157
3 89.655203 36.413932 45.321122
4 89.655203 41.600649 43.390659
5 89.655203 48.066829 44.208846
6 89.655203 51.157790 42.878668
7 89.655203 50.853787 39.809423
8 89.655203 45.037029 45.072039
9 89.655203 51.899250 42.480448
10 89.655203 56.111859 37.030850
11 89.655203 52.792534 41.082857
12 89.655203 48.374191 44.533979
13 89.655203 49.641897 41.165925
14 89.655203 56.744843 38.827276
15 89.655203 53.956060 40.825429
16 89.655203 51.139643 42.824699
17 89.655203 49.383603 44.641951
18 91.073548 51.316814 43.702156
19 91.073548 43.998961 46.447509
20 91.073548 48.793883 45.438934
21 91.073548 51.411163 43.085214
22 91.073548 45.744063 45.495272
23 91.073548 53.978893 42.725832
24 91.073548 59.298178 40.907495
25 91.073548 54.776607 40.470147
26 91.073548 50.101169 44.209715
27 91.073548 46.538456 44.011524
28 91.073548 49.653211 44.479365
29 91.073548 58.839548 41.430094
30 91.073548 46.095197 44.612164
31 91.073548 51.197260 40.486749
32 91.073548 42.398822 44.240043
33 91.073548 53.700547 44.169716
34 91.073548 54.118483 44.093031
35 91.073548 56.788874 44.263741
36 91.073548 53.203286 41.929322
37 91.973025 52.573322 43.149657
38 91.973025 54.558430 43.766169
39 91.973025 48.446054 46.687170
40 91.973025 63.343472 40.197234
41 91.973025 56.990814 42.549608
42 91.973025 53.697197 44.896534
43 91.973025 46.211102 45.408448
44 91.973025 43.782547 45.322337
45 91.973025 46.491267 44.889842
46 91.973025 59.809638 41.125744
47 91.973025 49.672907 45.323391
48 91.973025 53.046321 45.797113
49 91.973025 59.332203 41.611014
