npop100_gens50_enemy3_mut0.60_elitism0.10_20240929_213429
gen best mean std
0 75.210040 13.136998 29.586054
1 75.210040 19.566446 32.985918
2 75.210040 27.982573 35.624680
3 75.210040 31.004501 37.301867
4 75.210040 37.412746 33.483814
5 75.210040 37.343368 34.697493
6 75.210040 41.631423 35.273953
7 75.210040 34.697377 37.010285
8 75.210040 36.343548 36.837880
9 75.210040 40.533540 35.650327
10 75.210040 38.911075 36.414487
11 75.210040 41.936570 34.482258
12 75.210040 36.369951 37.810360
13 75.210040 41.502851 35.263393
14 75.210040 39.490646 37.259057
15 75.210040 39.118492 36.365349
16 75.210040 48.265649 35.717898
17 75.210040 41.496454 36.460493
18 75.210040 35.910326 38.278958
19 75.210040 39.257198 38.267124
20 75.210040 41.053641 35.515631
21 75.210040 38.846403 37.900532
22 75.210040 39.243830 37.539233
23 85.383229 40.593018 38.439924
24 85.383229 36.422618 38.830521
25 85.383229 42.866400 37.054475
26 85.383229 42.792144 37.870631
27 85.383229 37.247292 38.418454
28 85.383229 43.245339 36.903891
29 85.383229 39.537168 36.948193
30 85.383229 48.799356 34.814520
31 85.383229 45.841199 38.119292
32 85.383229 41.140825 37.620065
33 85.383229 44.027186 37.890217
34 85.383229 41.888073 37.050061
35 85.383229 49.757265 33.886626
36 88.171054 43.900716 38.064377
37 88.171054 42.695527 37.551255
38 88.171054 42.495703 39.589193
39 88.171054 41.778249 38.377131
40 88.171054 44.240229 37.389116
41 88.171054 35.758872 40.207828
42 88.171054 39.309223 40.436633
43 88.171054 46.921770 37.284747
44 88.171054 47.486837 35.635239
45 88.171054 42.701264 35.549865
46 88.171054 36.649442 40.005648
47 88.171054 35.936775 40.080609
48 88.171054 44.433015 38.008620
49 88.171054 39.659937 39.594595
