npop100_gens50_enemy3_mut0.60_elitism0.10_20240929_213348
gen best mean std
0 75.210040 5.900331 22.592975
1 75.210040 14.152577 26.381769
2 75.210040 18.438999 31.206184
3 75.210040 29.029631 33.029502
4 75.210040 35.347497 33.824685
5 88.827846 46.476092 31.826524
6 88.827846 42.610434 33.078809
7 88.827846 42.341914 36.035146
8 88.827846 44.010738 33.526537
9 88.827846 35.326580 37.762871
10 88.827846 44.671349 34.215812
11 88.827846 52.005621 34.067704
12 88.827846 49.074044 35.653588
13 88.827846 46.050742 36.068641
14 88.827846 46.853915 32.529366
15 88.827846 45.749894 35.187182
16 88.827846 40.526859 40.215134
17 88.827846 41.749816 39.663716
18 88.827846 42.484098 40.320594
19 88.827846 46.447300 37.310752
20 88.827846 48.554636 36.575220
21 88.827846 49.872033 32.308427
22 88.827846 41.737685 38.606385
23 88.827846 43.437566 37.561714
24 88.827846 45.255835 37.940128
25 88.827846 45.402098 37.156325
26 88.827846 45.608545 37.613915
27 88.827846 41.803134 35.550797
28 88.827846 46.807929 35.407855
29 88.827846 47.461473 35.526471
30 88.827846 37.774124 39.826307
31 88.827846 43.180622 37.024492
32 88.827846 42.135765 37.765765
33 88.827846 44.711311 37.984997
34 88.827846 39.246907 38.330760
35 88.827846 40.122556 38.876423
36 88.827846 46.524997 35.362359
37 88.827846 48.150550 35.970663
38 88.827846 43.470840 38.703743
39 88.827846 42.631003 39.520977
40 88.827846 41.750726 36.782050
41 88.827846 46.343430 33.982124
42 88.827846 44.342197 40.542228
43 88.827846 40.926913 40.487577
44 88.827846 37.140100 41.058866
45 88.827846 44.193155 37.558952
46 88.827846 43.782672 40.235905
47 88.827846 41.471252 40.371181
48 88.827846 41.099148 39.820791
49 88.827846 40.074161 39.586120
