npop100_gens50_enemy8_mut0.60_elitism0.10_20240928_154739
gen best mean std
0 87.113532 8.074357 25.412527
1 88.236678 19.261698 35.206435
2 90.262972 30.883349 42.039465
3 90.262972 34.521948 42.390474
4 90.262972 36.163253 43.830790
5 90.262972 38.902177 43.358197
6 90.262972 51.456070 44.075402
7 90.262972 45.568244 44.166437
8 90.262972 62.170643 40.194078
9 90.262972 52.331305 40.420529
10 90.262972 51.834394 42.027016
11 90.262972 54.213380 41.713289
12 90.262972 41.474309 44.744356
13 90.262972 46.537537 41.085397
14 90.262972 56.417008 42.354279
15 90.262972 55.517665 42.255562
16 90.262972 44.026471 43.773539
17 90.262972 47.976987 43.230673
18 90.262972 49.066896 44.897593
19 90.262972 47.882665 42.241602
20 90.262972 58.525756 37.727469
21 90.262972 59.957707 40.612295
22 90.262972 53.376072 41.051766
23 90.262972 55.382268 43.056607
24 90.262972 51.374695 43.718168
25 90.262972 45.388473 45.757281
26 90.262972 51.750558 40.366084
27 90.262972 53.106562 41.274034
28 90.262972 50.645565 43.941958
29 90.262972 57.056996 40.961905
30 90.262972 61.677266 38.922959
31 90.262972 41.502621 45.273576
32 90.262972 54.080848 41.780728
33 90.262972 56.773655 42.262489
34 90.262972 54.296497 43.848879
35 90.262972 54.028773 41.463994
36 90.262972 50.972536 41.658425
37 90.262972 49.939975 44.963837
38 90.262972 49.859124 44.775557
39 90.262972 48.424349 43.419400
40 90.262972 53.763102 41.827951
41 90.262972 54.861944 43.015914
42 90.262972 55.094779 40.373579
43 90.262972 49.823049 43.133510
44 90.262972 50.213259 44.693697
45 90.262972 51.764840 43.621080
46 90.262972 50.462018 44.758163
47 90.262972 54.742955 43.456590
48 90.262972 45.764048 45.461679
49 90.262972 44.299128 43.662456
