Enemy,Gain
1234,-5.602978643389392
1234,-5.602978643389392
1234,-5.602978643389392
1234,-5.602978643389392
1234,-5.602978643389392
1234,-5.602978643389392
1234,-5.602978643389392
1234,-5.602978643389392
1234,-5.602978643389392
1234,-5.602978643389392
