Enemy,Gain
5678,-22.191031145072035
5678,-22.191031145072035
5678,-22.191031145072035
5678,-22.191031145072035
5678,-22.191031145072035
5678,-22.191031145072035
5678,-22.191031145072035
5678,-22.191031145072035
5678,-22.191031145072035
5678,-22.191031145072035
