Enemy,Gain
1234,-21.95279015379829
1234,-5.602978643389392
1234,-7.045448703436985
1234,-29.2084380241115
1234,-18.416876048223
1234,-33.819660112501055
1234,-34.1886116991581
1234,-58.16987298107781
1234,-90.0
1234,-16.972243622680054
