npop100_gens50_enemy8_mut0.60_elitism0.10_20240928_154820
gen best mean std
0 89.054198 6.885875 25.564786
1 89.054198 19.926500 37.399606
2 89.054198 27.671278 42.595415
3 89.054198 44.508913 43.222377
4 90.073561 47.623994 42.692808
5 90.073561 44.511874 44.224704
6 90.073561 44.528262 45.398180
7 90.073561 42.226261 43.893866
8 90.799358 56.038422 41.745525
9 90.799358 49.887009 44.030294
10 90.799358 45.063723 45.064683
11 90.799358 56.500962 40.995940
12 90.799358 62.713657 39.836695
13 90.799358 63.608792 38.516162
14 90.799358 66.300758 35.275258
15 90.799358 51.569917 41.848122
16 90.799358 47.341858 44.588683
17 90.799358 54.666535 40.210950
18 90.799358 53.442737 42.542821
19 90.799358 43.896905 46.444128
20 90.799358 46.599991 44.352305
21 90.799358 51.072302 43.066440
22 90.799358 57.473840 40.936397
23 90.799358 49.330534 42.562378
24 90.799358 51.199422 43.017863
25 90.799358 56.775059 40.978128
26 90.799358 61.072672 38.449000
27 90.799358 57.159300 43.523591
28 90.799358 55.598479 41.794956
29 90.799358 51.763625 42.558121
30 90.799358 57.954397 40.217746
31 90.799358 46.186438 44.559639
32 90.799358 50.761813 43.958156
33 90.799358 51.644201 43.337848
34 90.799358 56.214204 42.126088
35 90.799358 45.144956 45.927740
36 90.799358 41.589772 45.674249
37 90.799358 39.897736 46.884912
38 90.799358 51.298326 43.895957
39 90.799358 41.637820 45.469952
40 90.799358 47.433322 44.348836
41 90.799358 46.048387 42.078780
42 90.799358 48.360974 44.658587
43 90.799358 50.640420 44.616326
44 90.799358 43.493313 44.098314
45 90.799358 44.491996 46.866666
46 90.799358 54.842197 43.495849
47 90.966872 47.977822 46.613430
48 90.966872 47.522556 44.424729
49 90.966872 40.519451 46.884366
