npop100_gens50_enemy8_mut0.60_elitism0.10_20240928_154755
gen best mean std
0 87.151054 16.193759 34.426597
1 87.151054 24.459785 39.980668
2 87.151054 36.509965 40.444512
3 90.793561 40.489384 41.964514
4 90.793561 54.887130 44.176445
5 90.793561 46.451816 45.060556
6 90.793561 45.729364 44.098041
7 90.793561 43.793486 43.294839
8 90.793561 56.626057 39.563656
9 90.793561 52.679865 40.565672
10 90.793561 49.679676 41.592511
11 90.793561 45.764177 44.413659
12 90.793561 61.140861 37.854413
13 90.793561 67.301971 35.400760
14 90.793561 41.057813 44.961344
15 90.793561 63.843979 36.748043
16 90.793561 52.167672 45.211054
17 90.793561 52.291611 42.034055
18 90.793561 54.251787 42.841758
19 90.793561 61.215667 38.668483
20 90.793561 63.507713 39.005820
21 90.793561 58.632181 41.054726
22 90.793561 49.763990 40.809419
23 90.793561 50.313260 43.381619
24 90.793561 66.272254 38.432014
25 90.793561 61.162546 35.822354
26 90.793561 48.352535 42.631630
27 90.793561 57.418131 43.058072
28 90.793561 59.984348 38.360010
29 90.793561 55.715062 38.952566
30 90.793561 59.173766 40.846748
31 90.793561 53.137432 41.151721
32 90.793561 58.618001 40.899672
33 90.793561 43.522466 46.972845
34 90.793561 60.138235 39.726383
35 90.793561 60.552629 39.544658
36 90.793561 46.975749 43.928401
37 91.185106 48.063585 43.984702
38 91.185106 49.510674 45.412173
39 91.185106 49.429620 43.985419
40 91.185106 49.172199 45.909223
41 91.185106 66.360832 39.300711
42 91.185106 52.568944 43.272072
43 91.185106 62.283360 38.895476
44 91.185106 53.820967 41.998214
45 91.185106 49.983910 45.250173
46 91.185106 62.737167 40.762434
47 91.185106 47.622908 42.486041
48 91.185106 53.868503 41.347736
49 91.185106 53.837521 45.030846
