npop100_gens50_enemy8_mut0.60_elitism0.10_20240928_154836
gen best mean std
0 90.592379 6.393783 24.759392
1 90.592379 26.228010 36.096294
2 90.592379 28.966144 41.539220
3 90.592379 36.323072 43.488250
4 90.592379 45.722665 44.629393
5 90.592379 51.163574 44.063006
6 90.592379 41.975654 44.265909
7 90.592379 42.874857 43.640070
8 90.592379 43.226709 43.429508
9 90.592379 43.734163 42.589039
10 90.592379 42.801668 44.270307
11 90.592379 44.480994 45.774024
12 90.592379 57.066312 43.560771
13 90.592379 50.479171 43.864726
14 90.592379 46.887857 44.258257
15 90.592379 49.257700 45.102221
16 90.592379 50.674506 43.693465
17 90.592379 49.924536 44.258003
18 90.592379 60.172930 38.920554
19 90.592379 49.181439 43.769245
20 90.592379 59.307564 39.239362
21 90.592379 59.143040 39.944350
22 90.592379 45.701087 45.128048
23 90.592379 54.734950 42.702647
24 90.592379 59.896224 38.812561
25 90.592379 51.845616 45.078382
26 90.592379 42.851367 44.500754
27 90.592379 45.915782 45.383884
28 90.592379 42.338194 45.849329
29 90.592379 44.059268 43.702106
30 90.592379 44.439198 46.679010
31 90.592379 46.332652 43.568405
32 90.592379 50.712714 42.574233
33 90.592379 49.596987 45.537414
34 90.592379 48.588921 43.169213
35 90.592379 50.405176 44.442366
36 90.592379 55.174251 42.818354
37 90.592379 52.609006 43.565488
38 90.592379 43.995873 47.104872
39 90.592379 47.308482 44.801025
40 90.592379 43.743437 45.740898
41 90.592379 57.841176 41.131335
42 90.592379 48.116933 43.211487
43 90.592379 53.714200 42.763453
44 90.592379 54.367349 43.598082
45 90.592379 46.037036 45.233750
46 90.592379 55.781507 42.397913
47 90.592379 41.635706 45.723670
48 90.592379 42.564589 44.939565
49 90.592379 45.606191 45.759313
