npop100_gens50_enemy8_mut0.60_elitism0.10_20240928_154828
gen best mean std
0 87.211054 15.993427 35.147129
1 88.929900 31.197295 43.647801
2 88.929900 34.812830 43.244185
3 88.929900 44.212543 45.021504
4 88.929900 41.226391 44.594054
5 89.380877 52.473126 41.119151
6 89.380877 60.766069 42.081661
7 89.380877 57.289610 42.664108
8 89.380877 45.199710 42.487664
9 89.380877 42.616131 43.404365
10 89.380877 62.235095 36.334499
11 89.380877 49.424828 44.145903
12 89.380877 51.869715 42.551791
13 89.380877 49.991936 41.638413
14 89.380877 44.973000 44.919523
15 89.380877 59.462250 39.982474
16 89.380877 47.128839 43.653238
17 89.380877 50.626927 43.289267
18 89.380877 51.475637 44.209457
19 89.380877 56.387089 40.560509
20 89.380877 55.136712 42.002173
21 89.380877 52.100251 42.025601
22 89.380877 56.145621 41.526074
23 89.380877 50.608603 40.266139
24 89.380877 48.139154 42.194012
25 89.380877 56.392519 40.487474
26 89.380877 52.011717 43.239477
27 89.380877 57.343284 40.695323
28 89.380877 50.798174 43.197529
29 89.593573 50.019404 44.333899
30 89.593573 57.050280 43.662510
31 89.593573 66.159683 39.095758
32 89.593573 49.134116 45.408488
33 89.593573 52.678807 42.948813
34 89.593573 49.562775 41.882416
35 89.593573 42.643062 44.441823
36 89.593573 40.477943 45.996535
37 89.593573 52.943692 39.777001
38 89.593573 52.316366 42.943707
39 89.593573 49.160287 42.735488
40 89.593573 51.947478 42.428213
41 89.593573 43.908617 43.427773
42 89.593573 46.400300 42.461018
43 89.593573 55.288273 42.211278
44 89.593573 51.276686 40.890696
45 89.593573 51.713300 43.093945
46 89.593573 56.689870 43.298875
47 89.593573 54.958115 42.885540
48 90.406318 48.448539 43.171096
49 90.406318 46.424886 44.854989
