npop100_gens50_enemy8_mut0.60_elitism0.10_20240928_154747
gen best mean std
0 87.225869 19.484644 37.215368
1 87.225869 20.731670 38.904588
2 87.225869 35.964227 42.334881
3 87.225869 37.303340 44.472765
4 87.225869 40.006058 45.200168
5 87.225869 39.769403 43.850730
6 87.297882 51.854075 44.987934
7 87.297882 50.444420 44.324209
8 87.297882 39.936252 45.166115
9 87.297882 42.461483 44.090047
10 89.539361 61.492160 38.390429
11 89.539361 51.354005 42.365312
12 90.793561 57.388966 42.841673
13 90.793561 56.336317 41.907911
14 90.793561 58.834921 39.472188
15 90.793561 58.044483 42.332728
16 90.793561 56.546248 42.471364
17 90.793561 43.901140 46.250054
18 90.793561 44.758654 45.479538
19 90.793561 51.576800 43.090200
20 90.793561 49.569349 44.606654
21 90.793561 47.859799 46.396233
22 90.793561 39.838305 46.204309
23 90.793561 46.488121 44.211007
24 90.793561 46.901594 44.575836
25 90.793561 62.657893 36.908232
26 90.793561 62.950258 38.447427
27 90.793561 60.588911 39.160076
28 90.793561 57.463982 42.826793
29 90.793561 57.952977 40.303992
30 90.793561 57.485711 41.188968
31 90.793561 55.136652 42.867436
32 90.793561 48.332367 45.889894
33 90.793561 50.978076 41.869287
34 90.793561 53.689948 43.337788
35 90.793561 47.862359 43.159693
36 90.793561 45.701193 45.157699
37 90.793561 47.486832 43.473518
38 90.793561 46.602305 44.257525
39 90.793561 51.944749 42.515499
40 90.793561 52.767869 43.216720
41 90.793561 60.131347 38.712466
42 90.793561 47.176190 44.218845
43 90.793561 57.779817 40.999149
44 90.793561 49.296972 45.624039
45 90.793561 55.881567 41.001577
46 90.793561 58.068915 40.864257
47 90.793561 51.549624 40.627133
48 90.793561 51.324245 43.620570
49 90.793561 51.272593 44.161378
