npop100_gens50_enemy8_mut0.60_elitism0.10_20240928_155016
gen best mean std
0 90.663246 12.974198 32.411195
1 90.663246 20.996831 39.185574
2 90.663246 30.217616 43.525524
3 90.663246 38.522349 43.681397
4 90.663246 36.025990 45.536282
5 90.663246 46.970510 44.796053
6 90.663246 48.265651 45.823279
7 90.663246 48.684997 45.425235
8 90.663246 44.244293 45.981860
9 90.663246 54.847550 42.515908
10 90.663246 56.054784 41.984636
11 90.663246 49.534132 44.671649
12 90.663246 49.555256 44.493309
13 90.663246 53.975566 43.774223
14 90.663246 55.615685 41.905340
15 90.663246 44.365977 46.256346
16 90.663246 54.312512 41.749769
17 90.663246 55.265177 42.252659
18 90.663246 47.337160 43.976277
19 90.663246 56.079140 41.736140
20 90.663246 42.800398 44.049067
21 90.663246 40.113420 46.256068
22 90.663246 52.496998 45.589893
23 90.663246 51.600503 43.007927
24 90.663246 58.000554 39.732925
25 90.663246 51.017211 43.591624
26 90.663246 45.348664 44.502440
27 90.663246 57.015496 44.286317
28 90.663246 46.112676 44.832989
29 90.663246 49.781539 42.420637
30 90.663246 52.293418 42.852237
31 90.663246 42.787454 44.549870
32 90.663246 46.236762 45.444212
33 90.663246 49.124885 42.170499
34 90.663246 47.584503 44.606267
35 90.663246 53.402854 44.788146
36 90.663246 65.545756 37.670013
37 90.663246 60.072177 41.238703
38 90.663246 49.921851 42.883436
39 90.663246 53.951649 41.594304
40 90.663246 59.020736 38.242148
41 90.663246 48.751783 46.352264
42 90.663246 44.312215 46.995928
43 90.663246 52.054897 43.440718
44 90.663246 49.524256 43.523537
45 90.663246 56.040128 40.654778
46 90.663246 45.534119 43.260700
47 90.663246 51.954792 40.979170
48 90.663246 48.124312 43.445324
49 90.663246 64.170853 38.862944
