npop100_gens50_enemy8_mut0.60_elitism0.10_20240928_155032
gen best mean std
0 89.463229 10.679492 30.932220
1 89.463229 23.411366 38.738192
2 91.842264 30.372439 43.433632
3 91.842264 41.177009 42.371905
4 91.842264 43.418774 46.243949
5 91.842264 48.109420 43.816591
6 91.842264 59.051331 41.872162
7 91.842264 45.525655 44.778851
8 91.842264 45.789160 43.696453
9 91.842264 52.043356 41.546872
10 91.842264 58.744213 41.174577
11 91.842264 55.563597 41.979446
12 91.842264 51.179295 42.773226
13 91.842264 46.894378 43.276766
14 91.842264 54.771099 42.409498
15 91.842264 54.048406 42.508699
16 91.842264 53.025715 42.106062
17 91.842264 52.117639 41.970510
18 91.842264 50.210242 41.599548
19 91.842264 66.753753 37.918888
20 91.842264 56.068086 41.496460
21 91.842264 58.416958 40.599793
22 91.842264 47.595568 43.447332
23 91.842264 45.534995 45.328045
24 91.842264 45.668425 45.459810
25 91.842264 54.683470 42.176924
26 91.842264 41.980361 45.111403
27 91.842264 42.381802 45.387142
28 91.842264 55.393463 41.165432
29 91.842264 54.077976 43.576259
30 91.842264 40.866496 46.402330
31 91.842264 48.890557 46.323165
32 91.842264 53.019384 43.959471
33 91.842264 40.987992 46.354929
34 91.842264 51.157010 44.019330
35 91.842264 60.307630 41.018532
36 91.842264 54.679111 43.841429
37 91.842264 57.144983 41.475994
38 91.842264 54.931273 43.586261
39 91.842264 45.382043 46.168057
40 91.842264 49.545102 43.259756
41 91.842264 58.547321 37.260259
42 91.842264 54.045819 44.554396
43 91.842264 56.154250 42.045332
44 91.842264 58.188662 43.347021
45 91.842264 48.336195 46.712324
46 91.842264 46.222082 45.300648
47 91.842264 54.811786 41.732735
48 91.842264 56.267431 42.522792
49 91.842264 46.183926 45.261889
