npop100_gens50_enemy3_mut0.60_elitism0.10_20240928_160416
gen best mean std
0 86.027846 6.734395 23.713367
1 86.027846 19.946740 28.632909
2 86.027846 32.478053 33.387726
3 86.027846 42.087059 30.281237
4 86.027846 36.871042 35.895681
5 86.027846 37.468676 34.522343
6 86.027846 47.230583 33.773419
7 86.027846 46.840285 34.127843
8 86.027846 40.810102 36.656049
9 86.027846 44.567928 35.402400
10 86.027846 41.243064 34.844598
11 86.027846 48.300566 35.534753
12 86.027846 41.178058 37.358591
13 86.027846 39.330699 38.845934
14 86.027846 46.944989 34.843824
15 86.027846 48.442335 34.644624
16 86.027846 48.770259 36.047274
17 86.027846 46.345947 37.377400
18 86.027846 41.943667 38.404095
19 86.027846 40.670784 39.104760
20 86.027846 45.434763 37.167996
21 86.027846 44.253742 36.357899
22 86.027846 46.680375 36.318056
23 86.027846 36.112270 40.040634
24 86.027846 46.731988 36.362169
25 86.027846 42.896828 37.045229
26 86.027846 39.096901 38.324385
27 86.027846 41.781527 36.559664
28 86.027846 49.376267 36.244820
29 86.027846 40.662479 39.788466
30 86.027846 44.294062 34.056236
31 86.027846 51.989265 33.760546
32 86.027846 53.719283 32.495822
33 86.027846 41.684240 37.189445
34 86.027846 43.516188 36.632981
35 86.027846 43.006104 36.598200
36 86.027846 40.809522 38.793290
37 86.027846 49.363664 35.282900
38 86.027846 46.910299 38.785602
39 86.027846 38.316551 39.126889
40 86.027846 47.266435 34.297957
41 86.027846 46.354847 36.935194
42 86.027846 39.906866 40.416537
43 86.027846 49.999125 35.490572
44 86.027846 47.597724 37.106142
45 86.027846 43.955343 38.695900
46 86.027846 47.705599 37.554379
47 86.027846 50.663140 35.038722
48 86.027846 42.084482 38.493608
49 86.027846 49.561318 35.314175
