npop100_gens50_enemy3_mut0.60_elitism0.10_20240929_213454
gen best mean std
0 66.458736 8.029986 21.442165
1 66.458736 11.612859 24.490791
2 75.210040 20.131629 30.413209
3 75.210040 20.857955 31.987686
4 75.210040 26.407686 31.048820
5 75.210040 27.769945 32.377015
6 75.210040 26.787200 33.833926
7 75.210040 30.811106 33.685038
8 75.210040 34.732168 30.913723
9 75.210040 37.186443 32.977073
10 75.210040 34.931750 34.509081
11 75.210040 37.787511 33.136490
12 75.210040 40.014332 33.206722
13 75.210040 34.717330 34.406887
14 75.210040 47.287089 27.263690
15 86.133892 45.451733 33.400462
16 86.133892 42.003960 35.224287
17 86.133892 43.091898 35.187079
18 86.133892 38.266479 35.073575
19 86.133892 43.154437 31.201844
20 86.133892 42.937494 32.630209
21 86.133892 42.097817 34.789248
22 86.133892 47.728952 33.290658
23 86.133892 43.698714 34.338743
24 86.133892 44.374855 36.266081
25 86.383229 49.340606 35.753348
26 86.383229 39.641485 38.166466
27 86.383229 46.427681 35.562319
28 86.383229 36.875595 39.126447
29 86.383229 45.634856 36.873747
30 86.383229 44.552397 37.193662
31 86.383229 45.556013 34.972345
32 86.383229 50.020965 33.275310
33 86.383229 49.918564 34.108373
34 86.383229 46.424063 36.344430
35 86.383229 45.381352 37.690422
36 86.383229 41.851765 37.525771
37 86.383229 45.238809 34.379525
38 86.383229 36.658499 39.243813
39 86.383229 48.468402 31.594552
40 86.383229 48.197750 33.980053
41 86.383229 49.176351 33.051464
42 86.383229 48.071903 35.187521
43 90.583843 50.748357 37.377602
44 90.583843 51.284401 35.010520
45 90.583843 45.231961 40.283110
46 90.583843 41.731112 40.327860
47 90.583843 50.321328 37.578935
48 90.583843 46.923681 38.179317
49 90.583843 48.923946 39.462751
