npop100_gens50_enemy5_mut0.60_elitism0.10_20240928_160056
gen best mean std
0 93.696796 23.850676 41.031794
1 93.696796 29.771297 42.871296
2 93.696796 41.039521 46.937219
3 93.696796 53.979896 43.208751
4 93.696796 53.613201 44.716814
5 93.696796 59.538526 42.703604
6 93.696796 56.410918 43.712837
7 93.696796 53.250255 46.086216
8 93.696796 69.749596 38.183518
9 93.696796 58.712213 43.292146
10 93.696796 47.060775 48.129008
11 93.696796 62.879414 39.566417
12 93.696796 67.583236 39.785721
13 93.696796 73.545034 37.103403
14 93.696796 66.833601 41.516690
15 93.765064 56.815665 46.173214
16 93.765064 62.161343 43.584239
17 93.765064 68.229921 39.896588
18 93.765064 83.855224 24.583433
19 93.765064 69.930768 40.113384
20 93.765064 51.534581 45.056870
21 93.765064 57.645607 45.542771
22 93.765064 60.792728 43.140534
23 93.765064 72.453842 36.036703
24 93.765064 55.199548 44.600449
25 93.765064 62.120334 40.874794
26 93.765064 67.393561 39.463011
27 93.765064 58.473059 43.858169
28 93.765064 60.786320 45.509262
29 93.765064 69.771409 40.679702
30 93.765064 65.902268 42.918287
31 93.765064 65.343034 42.743676
32 93.765064 67.403729 39.838458
33 93.765064 61.923662 40.819250
34 93.765064 69.523955 40.087288
35 93.765064 67.978652 40.096273
36 93.765064 61.174322 44.093801
37 94.157405 57.978836 45.680827
38 94.157405 64.933814 44.528857
39 94.157405 57.303317 45.845051
40 94.157405 70.697492 38.306339
41 94.157405 56.201885 45.230988
42 94.157405 64.863265 42.234140
43 94.157405 61.742100 44.406397
44 94.157405 63.591197 42.771476
45 94.157405 72.636915 36.970807
46 94.157405 68.107489 38.111496
47 94.157405 68.744658 39.098960
48 94.157405 71.299994 35.416711
49 94.157405 71.730484 36.865542
