npop100_gens50_enemy5_mut0.60_elitism0.10_20240928_160113
gen best mean std
0 92.912828 26.781358 40.730469
1 92.912828 30.833490 42.614512
2 92.912828 43.344212 45.865824
3 92.912828 43.844201 45.329716
4 92.912828 43.556253 46.279378
5 92.912828 54.175011 45.238971
6 92.912828 52.704553 45.206251
7 93.516796 53.858916 44.467440
8 93.516796 66.342476 40.040758
9 93.516796 48.899221 45.704311
10 93.516796 55.196775 46.365245
11 93.516796 49.001015 45.397265
12 93.516796 45.830988 48.360823
13 93.516796 52.191694 46.667953
14 93.516796 57.934830 43.667142
15 93.516796 63.054737 41.419770
16 93.696796 69.474905 38.211450
17 93.696796 54.534309 44.551278
18 93.696796 62.024945 40.632646
19 93.696796 59.627662 42.738571
20 93.696796 45.199238 46.040418
21 93.696796 51.668410 46.577885
22 93.696796 63.073376 42.212690
23 93.696796 62.003709 43.269477
24 93.696796 52.345239 46.451322
25 93.696796 65.759525 42.022197
26 93.696796 53.541093 45.684246
27 93.696796 61.055668 41.031916
28 93.696796 75.534930 34.766989
29 93.696796 58.483406 44.019640
30 93.696796 49.548823 46.092741
31 93.696796 59.737305 43.339886
32 93.696796 62.436061 43.467996
33 93.696796 52.129122 46.174849
34 93.696796 54.832494 44.615300
35 93.696796 57.343166 45.582996
36 93.696796 62.546270 43.585733
37 93.696796 62.540453 42.117746
38 93.696796 66.282214 42.271548
39 93.696796 53.278252 43.968908
40 93.696796 54.018817 44.415852
41 93.807511 49.527524 46.657657
42 93.807511 59.471999 43.916967
43 93.807511 45.826991 46.501528
44 93.807511 51.973799 47.263507
45 93.807511 58.526110 44.566489
46 93.807511 56.065581 43.685461
47 93.807511 68.740513 38.232831
48 93.807511 58.130982 42.723172
49 93.807511 58.470714 44.619099
