npop100_gens50_enemy8_mut0.60_elitism0.10_20240929_213902
gen best mean std
0 87.259358 18.327459 36.317965
1 87.259358 27.706941 40.049358
2 87.259358 32.248945 44.667479
3 87.297882 52.072833 43.124051
4 87.297882 46.281868 43.521595
5 87.297882 42.782652 44.645575
6 87.297882 62.207021 37.124953
7 87.297882 55.756396 40.308181
8 87.297882 57.441414 40.610556
9 87.297882 57.775952 41.364197
10 87.297882 56.575489 42.383424
11 87.297882 55.505733 39.286899
12 87.297882 56.139808 41.044768
13 89.398742 66.981607 36.475535
14 89.398742 59.696868 40.190866
15 89.398742 46.156010 43.650466
16 89.546611 66.581114 37.568081
17 89.546611 63.593368 34.874760
18 89.546611 50.489353 42.663141
19 89.546611 57.237991 39.347338
20 89.546611 61.226052 38.134826
21 90.804008 58.467045 41.768745
22 90.804008 54.841826 43.127391
23 90.804008 60.889831 38.624774
24 90.804008 62.004517 41.049947
25 90.804008 59.172614 40.707910
26 90.804008 51.267787 42.855137
27 90.804008 57.900830 39.128258
28 90.804008 57.508470 41.089377
29 90.804008 52.481498 40.657381
30 90.804008 64.425752 35.850205
31 90.804008 56.382178 41.302345
32 90.804008 60.689087 39.328432
33 90.804008 53.810085 44.113600
34 90.804008 48.700670 46.037450
35 90.804008 56.651581 43.404632
36 90.804008 56.513635 42.003107
37 90.804008 50.778694 42.149174
38 90.804008 50.249009 42.409189
39 90.804008 53.577465 42.213753
40 90.804008 54.365822 43.992812
41 90.804008 55.257208 41.505852
42 90.804008 44.270629 44.356824
43 90.804008 54.803523 41.962656
44 90.804008 48.655008 43.027053
45 90.804008 49.069997 45.344492
46 90.804008 54.152443 44.331756
47 90.804008 49.246529 45.913248
48 90.804008 60.698755 40.061163
49 90.804008 59.144934 42.319072
