npop100_gens50_enemy8_mut0.60_elitism0.10_20240929_213932
gen best mean std
0 91.333561 22.141597 38.124035
1 91.333561 27.940668 42.067257
2 91.333561 37.197837 44.596307
3 91.333561 41.833427 45.022942
4 91.333561 41.976421 44.290195
5 91.333561 50.812456 44.617660
6 91.333561 62.311086 38.575457
7 91.333561 45.694573 45.002875
8 91.333561 49.009649 45.664067
9 91.333561 55.323807 42.868420
10 91.333561 50.357825 45.221239
11 91.333561 52.566945 43.823573
12 91.333561 58.042239 43.182242
13 91.333561 48.154416 43.484274
14 91.333561 56.954366 42.166069
15 91.333561 54.319217 43.972480
16 91.333561 51.523117 41.125699
17 91.333561 67.119311 36.950319
18 91.333561 40.818813 46.372848
19 91.333561 47.737356 43.861169
20 91.333561 52.754118 42.457290
21 91.333561 53.333546 42.228668
22 91.333561 61.836015 40.654717
23 91.333561 49.276535 41.480279
24 91.333561 48.641769 43.527985
25 91.333561 48.588888 43.674403
26 91.333561 59.843837 38.505857
27 91.333561 67.127798 36.677005
28 91.333561 55.413656 38.939196
29 91.333561 46.907385 45.437150
30 91.333561 50.761207 44.744869
31 91.333561 54.432471 41.766963
32 91.333561 55.586689 41.422085
33 91.333561 54.206550 42.232609
34 91.333561 51.204073 45.208153
35 91.333561 50.474008 42.321166
36 91.333561 50.410645 45.304738
37 91.333561 44.791873 44.087459
38 91.333561 60.459133 41.582187
39 91.333561 53.699143 42.905642
40 91.333561 51.094785 45.161311
41 91.333561 46.295639 46.271422
42 91.333561 52.307230 45.820405
43 91.333561 57.842132 39.485230
44 91.333561 56.048805 40.012138
45 91.333561 57.163020 40.737362
46 91.333561 50.780471 43.543507
47 91.333561 57.018772 40.118186
48 91.333561 54.077320 42.663918
49 91.333561 51.303335 42.745395
