npop100_gens50_enemy5_mut0.60_elitism0.10_20240928_155943
gen best mean std
0 93.876796 27.386051 40.473547
1 93.876796 33.917586 43.946304
2 93.876796 38.815016 45.740005
3 93.876796 43.718241 45.110934
4 93.876796 54.358219 43.961039
5 93.876796 54.688545 44.625964
6 93.876796 61.314633 41.257344
7 93.876796 57.560982 43.729838
8 93.876796 67.490985 39.824497
9 93.876796 54.083517 44.508692
10 93.876796 64.490837 40.712269
11 93.876796 45.318301 45.895255
12 93.876796 56.395409 45.897977
13 93.876796 63.143728 42.091944
14 93.876796 53.821838 45.071249
15 93.876796 52.542890 46.587937
16 93.876796 47.499161 48.113040
17 93.876796 44.559355 46.809664
18 93.876796 44.235978 46.943351
19 93.876796 61.820217 44.183773
20 93.876796 61.215853 44.407856
21 93.876796 59.333010 43.510513
22 93.876796 53.693999 45.983999
23 93.876796 47.121324 44.654060
24 93.876796 51.954673 44.271380
25 93.876796 62.099838 43.230633
26 93.876796 50.096996 45.657326
27 93.876796 52.741667 43.343526
28 93.876796 51.140655 45.447422
29 93.876796 44.435684 47.129907
30 93.876796 53.866729 45.368483
31 93.876796 49.667180 45.983396
32 93.876796 46.780053 45.024712
33 93.876796 62.381713 43.206583
34 93.876796 61.996165 42.984441
35 93.876796 58.334035 44.456036
36 93.876796 67.984090 39.544494
37 93.876796 48.377854 47.147825
38 93.876796 58.109502 42.334258
39 93.876796 49.183928 46.527104
40 93.876796 50.130090 45.676964
41 93.876796 59.653872 43.486767
42 93.876796 55.190016 44.223869
43 93.876796 52.196342 47.168998
44 93.876796 57.744644 45.400018
45 93.876796 63.306255 42.465048
46 93.876796 52.836170 47.078509
47 93.876796 56.805536 46.100893
48 93.876796 49.966525 46.431390
49 93.876796 62.138676 44.201439
