npop100_gens50_enemy5_mut0.60_elitism0.10_20240928_160020
gen best mean std
0 93.696796 20.028382 37.251446
1 93.696796 26.417060 42.034271
2 93.696796 45.305358 45.184996
3 93.696796 54.172878 45.170288
4 93.696796 51.045482 43.484247
5 93.696796 49.373316 46.308485
6 93.696796 57.619268 43.828219
7 93.696796 63.779869 42.433454
8 93.961503 73.993980 36.921363
9 93.961503 60.302102 41.095257
10 93.961503 66.713248 40.997408
11 93.961503 60.948393 44.878179
12 93.961503 60.521533 45.964115
13 93.961503 70.738308 37.742888
14 93.961503 70.529976 38.334056
15 93.961503 63.228559 42.327370
16 93.961503 56.443732 45.847555
17 93.961503 61.086659 43.871069
18 93.961503 64.347440 41.912066
19 93.961503 66.609343 38.661057
20 93.961503 67.032001 41.225362
21 93.961503 57.389399 43.547063
22 93.961503 49.879265 46.450405
23 93.961503 64.049680 42.393494
24 93.961503 56.664376 45.799951
25 93.961503 57.050636 45.837765
26 93.961503 58.351388 44.631425
27 93.961503 65.955461 41.563312
28 93.961503 63.159702 42.328760
29 93.961503 70.042036 39.269480
30 93.961503 63.214687 42.580070
31 93.961503 58.737597 44.152667
32 93.961503 57.790019 44.762212
33 93.961503 63.190867 42.937343
34 93.961503 66.875425 40.702546
35 93.961503 56.309456 46.688269
36 93.961503 50.820242 45.844464
37 93.961503 57.028335 45.452649
38 93.961503 73.981861 37.553039
39 93.961503 57.841949 42.515739
40 93.961503 70.171100 38.978682
41 93.961503 67.619910 40.200730
42 93.961503 57.344916 45.394024
43 93.961503 58.178769 44.587587
44 93.961503 50.298460 45.786473
45 93.961503 63.153890 42.299470
46 93.961503 75.447388 34.183338
47 93.961503 49.943923 45.016920
48 93.961503 54.042049 44.984342
49 93.961503 53.383827 43.205365
