npop100_gens50_enemy3_mut0.60_elitism0.10_20240928_160457
gen best mean std
0 85.383229 11.204471 27.171917
1 85.383229 14.690062 30.450015
2 85.383229 28.112174 33.396759
3 85.383229 33.857782 33.684255
4 85.383229 41.378483 32.987555
5 85.383229 39.140587 35.613055
6 85.383229 43.281571 33.176076
7 85.383229 41.689351 34.913884
8 85.383229 41.946328 34.601779
9 85.383229 41.496875 35.161894
10 85.383229 45.122401 35.498892
11 85.383229 34.809293 37.629193
12 85.383229 40.360826 34.859659
13 85.383229 36.669150 36.465836
14 85.383229 49.780169 30.269515
15 85.383229 41.612362 37.990752
16 85.383229 48.827840 34.958501
17 85.383229 43.769282 38.444414
18 85.383229 48.342720 35.542684
19 85.383229 42.053614 37.914237
20 85.383229 45.093318 37.965914
21 85.383229 48.053596 36.282140
22 85.383229 46.890188 35.483716
23 85.383229 48.005322 35.344612
24 85.383229 47.982863 37.189969
25 85.383229 46.088282 35.307099
26 85.383229 50.543465 34.878202
27 85.383229 43.821958 37.642989
28 85.383229 43.156632 37.681736
29 85.383229 46.417957 37.036006
30 85.383229 49.347145 37.201848
31 85.383229 46.491196 33.449601
32 85.383229 43.394764 37.721211
33 85.383229 40.801172 38.629303
34 85.383229 42.635755 37.985469
35 85.383229 43.690021 34.586080
36 85.383229 48.490848 36.840089
37 85.383229 46.055525 36.327080
38 85.383229 43.487905 37.625645
39 85.383229 42.823861 40.598047
40 85.383229 40.066940 38.128629
41 85.383229 39.232496 39.380448
42 85.383229 40.438024 38.716060
43 85.383229 41.703499 38.755646
44 85.383229 50.587341 35.575208
45 85.383229 46.360133 36.987592
46 85.383229 46.709856 37.625437
47 85.383229 47.258970 37.874965
48 85.383229 49.881370 34.492047
49 85.383229 53.564648 35.373032
