npop100_gens10_enemy8_mut0.30_elitism0.10_20240928_030752
gen best mean std
0 93.152828 16.070369 35.170905
1 93.152828 29.540040 41.252855
2 93.152828 42.125427 44.029039
3 93.152828 44.763568 42.627903
4 93.152828 46.810468 43.732576
5 93.152828 51.845419 43.764055
6 93.152828 54.015720 42.154813
7 93.152828 44.437699 46.103752
8 93.152828 50.834990 44.164050
9 93.152828 46.626312 45.241813
