npop100_gens50_enemy5_mut0.60_elitism0.10_20240928_155607
gen best mean std
0 92.794000 20.113343 37.492615
1 93.696796 33.689862 44.322571
2 93.696796 42.293744 46.412537
3 93.696796 51.849453 44.921567
4 93.696796 54.243551 43.660928
5 93.696796 51.792908 43.504025
6 93.696796 54.503058 44.059263
7 93.696796 62.745717 41.605064
8 93.696796 61.802667 42.598691
9 93.696796 57.163112 44.343336
10 93.696796 58.778745 42.802831
11 93.696796 55.545100 42.928719
12 93.696796 62.500484 42.978356
13 93.696796 62.148184 43.092453
14 93.696796 65.435378 42.585110
15 93.696796 56.948535 45.740001
16 93.784202 66.237950 41.982290
17 93.784202 62.123134 43.900398
18 93.784202 58.435371 44.510391
19 93.784202 54.899614 44.691078
20 93.784202 65.566312 43.794245
21 93.784202 64.545555 40.521330
22 93.784202 70.400352 37.121135
23 93.784202 66.202404 41.497972
24 93.784202 71.122029 39.288428
25 93.784202 58.475526 44.412188
26 93.784202 61.514795 44.168033
27 93.784202 66.330116 41.609413
28 93.784202 68.935756 41.782591
29 93.784202 71.688482 37.749009
30 93.784202 60.668096 42.076446
31 93.784202 67.953816 38.911491
32 93.784202 61.721655 42.562736
33 93.784202 57.543477 45.196519
34 93.784202 71.369526 37.670620
35 93.784202 67.552090 39.376310
36 93.784202 65.163504 42.521338
37 93.784202 79.469910 32.427470
38 93.784202 63.202705 42.448250
39 93.784202 62.567911 43.160728
40 93.784202 65.900578 41.958850
41 93.784202 63.841603 40.832914
42 93.784202 56.819019 46.319366
43 93.784202 68.605287 38.872682
44 93.784202 57.502487 45.781774
45 93.784202 48.911378 46.973742
46 93.784202 56.563268 43.435959
47 93.784202 61.179172 43.895760
48 93.784202 71.548947 39.013688
49 93.784202 48.442862 47.473755
