npop100_gens50_enemy5_mut0.60_elitism0.10_20240929_213636
gen best mean std
0 92.797666 26.928374 41.743838
1 92.797666 38.998032 43.916675
2 92.797666 38.957997 43.457740
3 92.797666 49.925499 43.573521
4 92.797666 64.651279 40.898872
5 92.797666 63.516445 41.989864
6 92.797666 54.638555 43.594678
7 92.797666 65.213672 41.187637
8 92.797666 48.413948 46.215402
9 92.797666 47.898198 46.810469
10 92.797666 53.505113 45.273165
11 93.696796 58.186081 44.124870
12 93.696796 69.942306 39.466096
13 93.696796 61.178018 44.869858
14 93.696796 52.812765 46.472443
15 93.696796 48.194880 47.138183
16 93.696796 61.153228 43.756339
17 93.696796 65.666068 41.491897
18 93.696796 58.698603 44.172467
19 93.696796 58.227195 42.521259
20 93.696796 53.866971 44.825503
21 93.696796 56.767482 42.425795
22 93.696796 61.145164 44.192502
23 93.696796 70.610596 39.502867
24 93.696796 70.291664 40.280248
25 93.696796 67.230541 39.728747
26 93.696796 64.249340 40.626423
27 93.696796 66.339754 41.221869
28 93.696796 61.753488 44.320351
29 93.696796 61.401197 44.422807
30 93.696796 53.411046 46.714901
31 93.696796 57.884522 45.033593
32 93.696796 64.331878 40.375374
33 93.696796 53.569861 45.820903
34 93.696796 63.548855 42.740350
35 93.696796 62.829098 41.342923
36 93.696796 54.318027 44.472282
37 93.696796 63.330978 39.271730
38 93.696796 61.110862 42.205553
39 93.696796 69.374466 38.383050
40 93.696796 53.391609 45.868332
41 93.696796 66.537910 42.308680
42 93.696796 58.134199 44.528191
43 93.696796 67.096069 40.399325
44 93.696796 65.694759 42.125911
45 93.696796 60.889839 41.664676
46 93.696796 61.963466 41.461002
47 93.696796 79.493098 32.757255
48 93.696796 60.981275 41.143074
49 93.696796 61.943043 43.975000
