npop100_gens50_enemy5_mut0.60_elitism0.10_20240929_213601
gen best mean std
0 93.696796 23.511262 40.455458
1 93.696796 36.138100 44.876168
2 93.696796 38.617498 43.693426
3 93.696796 41.429877 45.123490
4 93.696796 54.934963 45.628021
5 93.696796 51.891040 46.332520
6 93.696796 44.103772 46.115437
7 93.696796 55.091753 42.820127
8 93.696796 57.977323 43.586390
9 93.696796 69.002440 36.827956
10 93.696796 60.056184 42.717614
11 93.696796 63.669207 43.057562
12 93.696796 58.678359 43.613206
13 93.696796 62.964096 42.919335
14 93.696796 62.938105 42.522921
15 93.696796 69.996550 36.017989
16 93.696796 71.900751 34.909821
17 93.696796 73.180924 36.979384
18 93.696796 63.685108 41.223309
19 93.696796 62.851684 42.780348
20 93.696796 73.909360 37.057637
21 93.696796 59.405884 43.878187
22 93.696796 57.288665 45.687538
23 93.696796 78.688941 33.519060
24 93.696796 50.308894 45.386278
25 93.696796 72.490123 35.890805
26 93.696796 70.322640 37.930332
27 93.696796 79.407558 31.572700
28 93.696796 66.259839 42.154313
29 93.696796 62.479671 42.220080
30 93.696796 57.595365 44.745706
31 93.696796 65.026474 41.458340
32 93.696796 66.560791 41.575091
33 93.696796 64.580011 43.280395
34 93.696796 47.691539 47.888209
35 93.696796 57.910498 43.292874
36 93.696796 69.144279 38.503284
37 93.696796 53.709296 46.145973
38 93.696796 57.121205 44.899643
39 93.696796 49.125008 46.690807
40 93.696796 50.326549 45.735225
41 93.696796 63.005823 42.312625
42 93.696796 68.145242 40.033201
43 93.696796 62.670282 43.187954
44 93.696796 54.214887 45.050853
45 93.696796 43.460462 48.047280
46 93.696796 57.267692 45.774290
47 93.696796 57.446529 45.753049
48 93.696796 65.892201 41.410362
49 93.696796 58.756169 43.485820
