npop100_gens50_enemy5_mut0.60_elitism0.10_20240929_213653
gen best mean std
0 93.092892 20.405829 37.524265
1 93.092892 25.458561 40.879616
2 93.696796 46.909139 46.258276
3 93.756393 52.154082 45.093374
4 93.756393 50.967116 46.219077
5 93.756393 44.532661 47.592365
6 93.756393 46.972836 46.987708
7 93.756393 55.677130 45.958750
8 93.756393 47.216239 46.928758
9 93.756393 53.427909 44.287898
10 93.756393 53.372235 45.183831
11 93.756393 52.193409 46.010974
12 93.756393 54.401604 44.754724
13 93.756393 48.517324 47.728298
14 93.756393 52.107020 46.623107
15 93.756393 52.465548 46.425166
16 93.756393 69.585986 38.543565
17 93.756393 62.223977 42.957196
18 93.756393 62.662871 42.303583
19 93.756393 52.338469 43.641613
20 93.756393 64.215186 41.486790
21 93.756393 65.350587 41.605072
22 93.756393 66.798352 41.179988
23 93.756393 62.951145 42.030922
24 93.756393 59.287156 44.094024
25 93.756393 47.964593 47.666899
26 93.756393 56.446371 45.819900
27 93.756393 59.931949 45.437814
28 93.756393 55.337845 44.427876
29 93.756393 47.906041 47.586604
30 93.756393 58.987221 43.851185
31 93.756393 57.725510 44.895130
32 93.756393 64.142464 40.489048
33 93.756393 68.211283 38.875321
34 93.756393 63.667159 41.359126
35 93.756393 65.865360 41.548848
36 93.756393 59.274829 42.450836
37 93.756393 45.735015 45.696086
38 93.756393 67.681470 39.823928
39 93.756393 63.374345 41.340337
40 93.756393 59.202412 42.686770
41 93.756393 50.204106 46.585004
42 93.756393 57.363011 41.702208
43 93.756393 54.255336 42.535296
44 93.756393 61.966357 43.482129
45 93.756393 70.231226 39.262609
46 93.760945 68.758046 38.847682
47 93.760945 66.173791 42.257939
48 94.163754 61.806511 44.655186
49 94.163754 65.427424 43.263531
