npop100_gens50_enemy3_mut0.60_elitism0.10_20240928_160449
gen best mean std
0 75.210040 4.051775 18.479005
1 75.210040 16.162970 27.721276
2 75.210040 21.938819 33.990622
3 75.210040 33.839703 33.883825
4 75.210040 37.470932 34.252060
5 75.210040 37.692450 34.043890
6 75.210040 38.555597 36.303195
7 86.987394 41.600793 36.770566
8 86.987394 48.623331 34.589818
9 86.987394 40.888712 38.178528
10 86.987394 49.431084 35.195684
11 86.987394 42.295642 36.272733
12 86.987394 44.261166 36.733237
13 86.987394 47.764281 33.380742
14 86.987394 45.150922 36.596202
15 86.987394 38.524089 40.857224
16 88.097367 45.310894 37.388141
17 88.097367 50.017265 34.888249
18 88.097367 51.187502 33.953414
19 88.097367 51.261743 34.785279
20 88.097367 49.148938 34.897438
21 88.097367 40.631573 39.042425
22 88.097367 41.957090 39.766291
23 88.097367 41.962135 38.181350
24 88.097367 47.488435 35.993076
25 88.097367 43.653373 38.874159
26 88.097367 49.382616 36.678119
27 88.097367 41.595422 38.742545
28 88.097367 47.543312 36.743798
29 88.097367 48.977187 31.837846
30 88.097367 48.660787 37.955691
31 88.097367 44.094518 37.224649
32 88.097367 45.842017 37.678684
33 88.097367 44.245825 36.914386
34 88.097367 45.677755 37.773399
35 88.097367 44.493319 36.666553
36 88.097367 41.649769 37.764829
37 88.097367 43.976146 37.309145
38 88.097367 43.098098 38.312800
39 88.097367 43.105317 36.068611
40 88.097367 50.541073 34.383671
41 88.097367 52.144160 33.627308
42 88.097367 54.005493 34.985144
43 88.097367 51.921371 34.025764
44 88.097367 41.114733 41.114720
45 88.097367 41.008128 40.219075
46 88.097367 44.537066 39.680201
47 88.097367 41.205937 38.298936
48 88.097367 43.644577 39.146204
49 88.097367 52.344343 31.457509
