Enemy,Gain
5678,-0.01288099014290367
5678,-0.6733376833163405
5678,7.143738354946933
5678,6.963744529204675
5678,1.0134731242382706
5678,-1.4337331518642973
5678,1.285311631562248
5678,-1.5284231706330829
5678,-1.7571416540519227
5678,1.7118801553925849
