Enemy,Gain
1234,-4.605687464012494
1234,-28.3793662606064
1234,-23.481767742003697
1234,-33.64843661980082
1234,-18.878358312707103
1234,-10.307802825001659
1234,-37.02313367994981
1234,-35.54957779224038
1234,-7.924580394437108
1234,-27.73892246519863
