Enemy,Gain
1234,-4.605687464012494
1234,-4.605687464012494
1234,-4.605687464012494
1234,-4.605687464012494
1234,-4.605687464012494
1234,-4.605687464012494
1234,-4.605687464012494
1234,-4.605687464012494
1234,-4.605687464012494
1234,-4.605687464012494
