npop100_gens50_enemy5_mut0.60_elitism0.10_20240928_155830
gen best mean std
0 92.794000 28.472227 41.141302
1 93.853152 37.595633 44.281759
2 93.853152 49.424315 45.183091
3 93.853152 44.965436 46.002115
4 93.853152 73.584688 34.588445
5 93.853152 59.901857 43.571172
6 93.853152 59.920914 42.488665
7 93.853152 67.280808 38.368966
8 93.853152 66.493506 41.547304
9 93.853152 68.807181 38.630566
10 93.853152 56.958073 42.826302
11 93.853152 65.632099 43.251104
12 93.853152 74.966108 36.873516
13 93.853152 70.973548 39.331588
14 93.853152 58.063992 44.715357
15 93.853152 57.773178 45.127653
16 93.853152 56.934420 45.851188
17 93.853152 58.970508 43.955423
18 93.853152 74.330680 36.780796
19 93.853152 67.815904 37.985990
20 93.853152 79.098948 32.562973
21 93.853152 57.499548 45.413735
22 93.853152 71.106094 38.522037
23 93.853152 58.111516 41.895556
24 93.853152 65.955513 41.522985
25 93.853152 50.582737 46.836447
26 93.853152 60.750632 42.524501
27 93.853152 73.183788 33.825621
28 93.853152 63.401913 42.619394
29 93.853152 62.255622 43.909437
30 93.853152 52.876825 46.614836
31 93.853152 61.253651 44.171548
32 93.853152 57.856319 45.431219
33 93.853152 62.263931 44.395319
34 93.853152 74.181184 37.561843
35 93.853152 73.704860 35.319758
36 93.853152 70.824747 39.362025
37 93.853152 61.506764 39.963172
38 93.853152 55.377564 43.758076
39 93.853152 71.415732 37.920011
40 93.853152 60.376621 43.150175
41 93.853152 64.792841 44.367277
42 93.853152 53.813583 46.075749
43 93.853152 62.832286 43.511429
44 93.853152 76.339077 34.427580
45 93.853152 78.108018 33.622480
46 93.853152 62.900654 41.522771
47 93.853152 61.388264 41.759735
48 93.853152 59.060796 42.373436
49 93.853152 68.196131 40.512664
