npop100_gens50_enemy5_mut0.60_elitism0.10_20240928_160002
gen best mean std
0 93.696796 17.701138 35.513065
1 93.696796 25.647866 39.630306
2 93.696796 53.470775 44.433900
3 93.696796 41.235690 45.828822
4 93.696796 59.478310 41.132813
5 93.696796 53.400644 43.224987
6 93.696796 53.613550 44.754017
7 93.696796 48.909172 45.307697
8 93.696796 57.140956 41.308836
9 93.696796 54.233579 44.013875
10 93.696796 47.026030 46.334755
11 93.696796 51.138099 47.272622
12 93.696796 55.973251 45.509224
13 93.696796 56.819236 44.758163
14 93.696796 61.030999 43.871434
15 93.696796 56.273111 45.697191
16 93.696796 52.299032 46.950616
17 93.696796 52.224276 46.865464
18 93.696796 50.227511 45.271837
19 93.696796 48.557969 46.553437
20 93.696796 49.433267 45.965645
21 93.696796 51.466100 47.673408
22 93.696796 51.631400 47.693530
23 93.696796 59.198767 44.007062
24 93.696796 56.900303 45.282029
25 93.696796 66.322039 41.666913
26 93.696796 53.239129 45.868190
27 93.696796 53.301922 46.373262
28 93.696796 59.737924 44.382564
29 93.696796 53.285032 46.903177
30 93.696796 65.277406 43.339741
31 93.696796 62.336528 43.440502
32 93.696796 60.925594 45.141506
33 93.696796 65.402270 43.405125
34 93.696796 57.192594 45.718501
35 93.696796 52.124837 44.918385
36 93.696796 64.551189 42.197352
37 93.696796 59.054370 44.052293
38 93.696796 55.620311 44.621425
39 93.696796 61.098772 44.812897
40 93.696796 56.951628 45.935666
41 93.696796 62.156871 43.555177
42 93.696796 59.587010 43.497257
43 93.696796 63.084168 42.727720
44 93.696796 66.004470 42.631368
45 93.807511 69.435887 41.217265
46 94.163754 66.213338 42.821828
47 94.163754 58.436654 44.192393
48 94.163754 62.249670 43.369650
49 94.163754 59.485552 43.739368
